sedol,citicode,full_description,ismininv_monthly,reg_saver,closed_fund,fund_name,aims,description,company_id,company_name,sector_id,sector_name,unit_type,full_description_with_unit_type,initial_charge,annual_charge,vantage_charge,net_annual_charge,initial_saving,annual_saving,holding_fee,loaded,linksedol_code,restrict_ot,payment_frequency,payment_type,Wealth150,trustee,assumed_growth,assumed_growth2,valuation_point,comment,tracker,yieldreduct,yieldreduct2,launch_price,launch_currency,num_holdings,icvc,sicav,plusfund,standard_amc,standard_ocf,total_expenses,charge_source,valuation_frequency,val_info,lsmininv,yield,kiid,kiid_url,running_yield,historic_yield,distribution_yield,underlying_yield,gross_yield,gross_running_yield,loyalty_bonus,reg_saver_min_inv,lump_sum_min_inv,renewal_commission,initial_commission,fund_size,risk_rating,other_expenses,cost_segment,update_time,ref_date,perf3m,perf6m,perf12m,perf36m,perf60m,perf120m,perf0t12m,perf12t24m,perf24t36m,perf36t48m,perf48t60m,perf3m_reinv,perf6m_reinv,perf12m_reinv,perf36m_reinv,perf60m_reinv,perf120m_reinv,perf0t12m_reinv,perf12t24m_reinv,perf24t36m_reinv,perf36t48m_reinv,perf48t60m_reinv,ter,is_unit_trust,is_oeic,isaable,sippable,unwrapable,launchdate,sales_only,bid_price,offer_price,price_change,percent_change,updated,investment_pathway,c_isin,fidelity_risk_rating_url,isin,msid,fund_code_value,fidelity_collectedSRRI,fidelity_alphas_oneYear,fidelity_alphas_threeYear,fidelity_alphas_fiveYear,fidelity_betas_oneYear,fidelity_betas_threeYear,fidelity_betas_fiveYear,fidelity_informationRatios_oneYear,fidelity_informationRatios_threeYear,fidelity_informationRatios_fiveYear,fidelity_rSquareds_oneYear,fidelity_rSquareds_threeYear,fidelity_rSquareds_fiveYear,fidelity_sharpeRatios_oneYear,fidelity_sharpeRatios_threeYear,fidelity_sharpeRatios_fiveYear,fidelity_standardDeviations_oneYear,fidelity_standardDeviations_threeYear,fidelity_standardDeviations_fiveYear,fidelity_trackingErrors_oneYear,fidelity_trackingErrors_threeYear,fidelity_trackingErrors_fiveYear,yahoo_timestamp,yahoo_symbol,ft_symbol,ft_xid,ft_alpha_1y,ft_beta_1y,ft_information_ratio_1y,ft_r_squared_1y,ft_sharpe_ratio_1y,ft_standard_deviation_1y,ft_alpha_3y,ft_beta_3y,ft_information_ratio_3y,ft_r_squared_3y,ft_sharpe_ratio_3y,ft_standard_deviation_3y,ft_alpha_5y,ft_beta_5y,ft_information_ratio_5y,ft_r_squared_5y,ft_sharpe_ratio_5y,ft_standard_deviation_5y
3395651,QI91,7IM Moderately Adventurous (Class C),25.0,1,0,Seven Investment Management Moderately Adventurous Fund (Class C),This Fund aims to provide a total return primarily by way of growth in capital. There is a risk of fluctuations in capital values.,Moderately Adventurous Fund (Class C),1174,Seven Investment Management,107,Mixed Investment 40-85% Shares,Accumulation,7IM Moderately Adventurous (Class C) (Acc),0.0,1.35,0.0,1.35,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,7.0,6.0,11:00,,0,0.0,0.0,1.0,GBP,31,0,0,N,0.0,1.35,1.35,N/a,Daily,,100.0,1.4,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=70fd62d9-7e4e-49cb-8343-c2dca32f1da1&user=hl_website_documents,0.0,1.4,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,302.2,,0.45,5,2025-08-01 06:01:40,0000-00-00,8.35,1.33,5.88,17.91,33.29,,5.88,7.93,3.18,-5.61,19.76,,,,,,,,,,,,1.35,0,1,1,1,1,2003-12-12 00:00:00,,348.17999999999995,348.17999999999995,0.47,0.14,2025-07-31,N,GB0033956516,https://www.fidelity.co.uk/factsheet-data/factsheet/GB0033956516GBP-7im-moderately-adventurous-c-acc/risk-and-rating,GB0033956516GBP,F0GBR05VLK,SMDCA,4.0,-3.53695,-2.06245,-1.86279,1.04345,0.85772,0.92303,-1.32607,-0.71964,-0.64213,89.309,77.071,80.274,0.16163,0.17494,0.3937,8.30329,7.71844,8.48579,2.73618,3.86048,3.83797,1754111857.0,0P0000199W.L,FTKR_GBIGBPT:FSI,950138100,,,,,,,,,,,,,,,,,,
3395327,RK23,7IM Moderately Cautious (Class C),25.0,1,0,Seven Investment Management Moderately Cautious (Class C),"This Fund aims to provide a total return, substantially by way of income though with some capital appreciation. There may be a moderate risk to capital.",Moderately Cautious (Class C),1174,Seven Investment Management,137,Mixed Investment 0-35% Shares,Income,7IM Moderately Cautious (Class C) (Inc),0.0,1.34,0.0,1.34,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,7.0,6.0,11:00,,0,0.0,0.0,1.0,GBP,38,0,0,N,0.0,1.34,1.34,N/a,Daily,,100.0,2.3,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=7a12aabb-95d8-4659-b8fa-cf26b8b366ba&user=hl_website_documents,0.0,2.3,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,3.0,134.1,,0.44,5,2025-08-01 06:01:43,0000-00-00,4.67,1.86,4.48,10.3,9.11,,4.48,6.47,-0.84,-8.29,7.87,,,,,,,,,,,,1.34,0,1,1,1,1,2003-12-12 00:00:00,,144.84,144.84,0.13,0.09,2025-07-31,N,GB0033953273,https://www.fidelity.co.uk/factsheet-data/factsheet/GB0033953273GBP-7im-moderately-cautious-c-inc/risk-and-rating,GB0033953273GBP,F0GBR05WOP,SMCCI,4.0,-1.24952,-0.69085,-0.86979,1.10842,0.92225,0.89744,-0.56948,-0.21741,-0.29928,81.88,75.161,75.999,-0.03937,-0.14885,-0.13845,4.99711,6.52594,6.04977,2.17798,3.27066,3.00699,1754111859.0,0P000019J0.L,FTKR_GBIGBPT:FSI,950138100,,,,,,,,,,,,,,,,,,
3395349,RK22,7IM Moderately Cautious (Class C),25.0,1,0,Seven Investment Management Moderately Cautious (Class C),"This Fund aims to provide a total return, substantially by way of income though with some capital appreciation. There may be a moderate risk to capital.",Moderately Cautious (Class C),1174,Seven Investment Management,137,Mixed Investment 0-35% Shares,Accumulation,7IM Moderately Cautious (Class C) (Acc),0.0,1.34,0.0,1.34,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,7.0,6.0,11:00,,0,0.0,0.0,1.0,GBP,38,0,0,N,0.0,1.34,1.34,N/a,Daily,,100.0,2.3,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=86a383e8-c3f0-4906-a883-86f05742d780&user=hl_website_documents,0.0,2.3,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,3.0,134.1,,0.44,5,2025-08-01 06:01:43,0000-00-00,4.67,1.87,4.48,10.31,9.12,,4.48,6.47,-0.84,-8.3,7.87,,,,,,,,,,,,1.34,0,1,1,1,1,2003-12-12 00:00:00,,217.72,217.72,0.18,0.08,2025-07-31,N,GB0033953497,https://www.fidelity.co.uk/factsheet-data/factsheet/GB0033953497GBP-7im-moderately-cautious-c-acc/risk-and-rating,GB0033953497GBP,F0GBR05WOQ,SMCCA,4.0,-1.24712,-0.68514,-0.86621,1.11024,0.9218,0.89642,-0.56642,-0.21538,-0.29836,81.88,75.118,76.028,-0.03852,-0.14797,-0.13804,5.00553,6.52506,6.04222,2.18286,3.27319,3.00261,1754111862.0,0P000019J1.L,FTKR_GBIGBPT:FSI,950138100,,,,,,,,,,,,,,,,,,
BMDPBQ8,R2FS,7IM Pathbuilder 1 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 1 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 1 (Class C),1174,Seven Investment Management,157,Volatility Managed,Accumulation,7IM Pathbuilder 1 (Class C) (Acc),0.0,0.34,0.0,0.34,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,15,0,0,,0.0,0.34,0.34,N/a,Daily,,100.0,2.1,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=be475bf8-d73a-4ca5-b0cc-504d8a538fd9&user=hl_website_documents,0.0,2.1,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,16.6,,0.12,2,2025-08-01 06:01:42,0000-00-00,5.35,2.03,5.67,15.46,,,5.67,8.09,1.09,-8.5,,,,,,,,,,,,,0.34,0,1,1,1,1,2020-12-09 00:00:00,N,109.18,109.18,-0.01,-0.01,2025-07-31,N,,,GB00BMDPBQ86,,,,,,,,,,,,,,,,,,,,,,,,,1754111864.0,0P0001JTOA.L,GB00BMDPBQ86:GBP,633953720,-1.73,0.99,-0.8,75.63,-0.11,,0.44,0.96,0.16,84.28,0.15,,,,,,,
BMDPC09,R2FT,7IM Pathbuilder 1 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 1 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 1 (Class C),1174,Seven Investment Management,157,Volatility Managed,Income,7IM Pathbuilder 1 (Class C) (Inc),0.0,0.34,0.0,0.34,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,15,0,0,,0.0,0.34,0.34,N/a,Daily,,100.0,2.1,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=7bc31dff-d2b5-4f44-b2f8-0291c90f8b4c&user=hl_website_documents,0.0,2.1,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,16.6,,0.12,2,2025-08-01 06:01:42,0000-00-00,5.34,2.02,5.66,15.45,,,5.66,8.07,1.1,-8.5,,,,,,,,,,,,,0.34,0,1,1,1,1,2020-12-09 00:00:00,N,100.1,100.1,-0.01,-0.01,2025-07-31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754111866.0,0P0001JTO9.L,GB00BMDPBQ86:GBP,633953720,-1.73,0.99,-0.8,75.63,-0.11,,0.44,0.96,0.16,84.28,0.15,,,,,,,
BMDPC32,R2FW,7IM Pathbuilder 2 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 2 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 2 (Class C),1174,Seven Investment Management,157,Volatility Managed,Accumulation,7IM Pathbuilder 2 (Class C) (Acc),0.0,0.34,0.0,0.34,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,15,0,0,,0.0,0.34,0.34,N/a,Daily,,100.0,2.2,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a9e4dbb3-e3c4-4a8e-8b5d-8488df0c0f3b&user=hl_website_documents,0.0,2.2,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,83.2,,0.12,2,2025-08-01 06:01:42,0000-00-00,7.18,2.72,8.14,23.3,,,8.14,10.23,3.44,-5.56,,,,,,,,,,,,,0.34,0,1,1,1,1,2020-12-09 00:00:00,N,123.04,123.04,0.04,0.03,2025-07-31,N,,,GB00BMDPC322,,,,,,,,,,,,,,,,,,,,,,,,,1754111868.0,0P0001JTOE.L,GB00BMDPC322:GBP,633922827,-1.1,0.98,-0.57,86.29,0.15,,0.53,0.94,0.13,85.8,0.42,,,,,,,
BMDPC43,R2FX,7IM Pathbuilder 2 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 2 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 2 (Class C),1174,Seven Investment Management,157,Volatility Managed,Income,7IM Pathbuilder 2 (Class C) (Inc),0.0,0.34,0.0,0.34,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,15,0,0,,0.0,0.34,0.34,N/a,Daily,,100.0,2.2,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=48f11268-462f-4410-bf74-50730320282f&user=hl_website_documents,0.0,2.2,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,83.2,,0.12,2,2025-08-01 06:01:42,0000-00-00,7.17,2.73,8.14,23.29,,,8.14,10.21,3.45,-5.55,,,,,,,,,,,,,0.34,0,1,1,1,1,2020-12-09 00:00:00,N,112.49,112.49,0.04,0.04,2025-07-31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754111870.0,0P0001JTOD.L,GB00BMDPC322:GBP,633922827,-1.1,0.98,-0.57,86.29,0.15,,0.53,0.94,0.13,85.8,0.42,,,,,,,
BMDPC76,R2G0,7IM Pathbuilder 3 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 3 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 3 (Class C),1174,Seven Investment Management,157,Volatility Managed,Accumulation,7IM Pathbuilder 3 (Class C) (Acc),0.0,0.34,0.0,0.34,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,14,0,0,,0.0,0.34,0.34,N/a,Daily,,100.0,1.8,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=c2a5868e-5289-472b-a5c9-3c55d3b81427&user=hl_website_documents,0.0,1.8,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,78.1,,0.12,2,2025-08-01 06:01:42,0000-00-00,9.24,3.16,10.2,29.67,,,10.2,11.25,5.77,-3.81,,,,,,,,,,,,,0.34,0,1,1,1,1,2020-12-09 00:00:00,N,133.54999999999998,133.54999999999998,0.09,0.07,2025-07-31,N,,,GB00BMDPC769,,,,,,,,,,,,,,,,,,,,,,,,,1754111872.0,0P0001JTOI.L,GB00BMDPC769:GBP,633930222,-0.97,0.99,-0.44,88.78,0.24,,0.35,0.88,-0.06,83.51,0.57,,,,,,,
BMDPC87,R2G1,7IM Pathbuilder 3 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 3 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 3 (Class C),1174,Seven Investment Management,157,Volatility Managed,Income,7IM Pathbuilder 3 (Class C) (Inc),0.0,0.34,0.0,0.34,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,14,0,0,,0.0,0.34,0.34,N/a,Daily,,100.0,1.8,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=3c3ff503-2d49-4b43-84bf-2311c2aca31c&user=hl_website_documents,0.0,1.8,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,78.1,,0.12,2,2025-08-01 06:01:42,0000-00-00,9.25,3.17,10.21,29.67,,,10.21,11.23,5.78,-3.81,,,,,,,,,,,,,0.34,0,1,1,1,1,2020-12-09 00:00:00,N,123.43,123.43,0.08,0.07,2025-07-31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754111874.0,0P0001JTOH.L,GB00BMDPC769:GBP,633930222,-0.97,0.99,-0.44,88.78,0.24,,0.35,0.88,-0.06,83.51,0.57,,,,,,,
BMDPCC1,R2G4,7IM Pathbuilder 4 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 4 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 4 (Class C),1174,Seven Investment Management,157,Volatility Managed,Accumulation,7IM Pathbuilder 4 (Class C) (Acc),0.0,0.33,0.0,0.33,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,0.0,GBP,7,0,0,,0.0,0.33,0.33,N/a,Daily,,100.0,1.4,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=e81c3b1b-ef66-4775-8964-ead1aa2ec15d&user=hl_website_documents,0.0,1.4,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,151.0,,0.11,2,2025-08-01 06:01:42,0000-00-00,10.82,3.31,11.39,33.66,,,11.39,12.4,6.75,,,,,,,,,,,,,,0.33,0,1,1,1,1,2021-12-03 00:00:00,N,128.11,128.11,0.06,0.05,2025-07-31,N,,,GB00BMDPCC16,,,,,,,,,,,,,,,,,,,,,,,,,1754111876.0,0P0001JTON.L,GB00BMDPCC16:GBP,694025478,-0.87,0.91,-0.42,90.08,0.25,,-0.39,0.85,-0.37,82.71,0.61,,,,,,,
BMDPCD2,R2G5,7IM Pathbuilder 4 (Class C),25.0,1,0,Seven Investment Management Pathbuilder 4 (Class C),"The fund aims to provide a return of capital and income over 5 years or more, which is consistent with its risk profile. There is no guarantee that a positive return will be delivered.",Pathbuilder 4 (Class C),1174,Seven Investment Management,157,Volatility Managed,Income,7IM Pathbuilder 4 (Class C) (Inc),0.0,0.33,0.0,0.33,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,0,0.0,0.0,12:00,,0,0.0,0.0,0.0,GBP,7,0,0,,0.0,0.33,0.33,N/a,Daily,,100.0,1.4,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=5bf62bea-baa4-40bf-be97-5c4229d1c575&user=hl_website_documents,0.0,1.4,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,151.0,,0.11,2,2025-08-01 06:01:42,0000-00-00,10.89,3.39,11.49,33.83,,,11.49,12.45,6.75,,,,,,,,,,,,,,0.33,0,1,1,1,1,2021-12-03 00:00:00,N,120.02,120.02,0.06,0.05,2025-07-31,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754111879.0,0P0001JTOM.L,GB00BMDPCC16:GBP,694025478,-0.87,0.91,-0.42,90.08,0.25,,-0.39,0.85,-0.37,82.71,0.61,,,,,,,
B75MS61,0HF3,7IM Real Return (Class C),25.0,1,0,Seven Investment Management Real Return (Class C),The investment objective of the fund is to achieve growth over the medium to long term. The fund will aim to provide a total return that exceeds UK inflation by 2% on average over a rolling three year period.,Real Return (Class C),1174,Seven Investment Management,136,Targeted Absolute Return,Accumulation,7IM Real Return (Class C) (Acc),0.0,0.73,0.0,0.73,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,0.0,0.0,12:00,,0,0.0,0.0,1.0,GBP,17,0,0,,0.0,0.73,0.73,N/a,Daily,,100.0,1.8,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=a67bb4e7-5590-402c-a8d1-c2ecc88dcf3d&user=hl_website_documents,0.0,1.8,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,98.0,,-0.27,3,2025-08-01 06:01:06,0000-00-00,0.06,0.7,2.01,10.83,11.12,,2.01,6.2,2.3,-4.47,4.95,,,,,,,,,,,,0.73,0,1,1,1,1,2012-01-31 00:00:00,,169.41,169.41,-0.02,-0.01,2025-07-31,N,GB00B75MS619,https://www.fidelity.co.uk/factsheet-data/factsheet/GB00B75MS619GBP-7im-real-return-c-acc/risk-and-rating,GB00B75MS619GBP,F00000NMM2,SNUCA,3.0,-2.86346,-1.46082,-1.34798,0.05947,0.27034,0.26553,-1.00381,-0.47862,-0.57945,5.108,28.362,29.211,-0.30711,-0.36008,-0.16125,2.41969,3.59052,3.419,5.57124,5.81545,5.84633,1754111882.0,0P0000V47O.L,,,,,,,,,,,,,,,,,,,,
B1LBFZ8,Q726,7IM Responsible Balanced (Class C),25.0,1,0,Seven Investment Management Responsible Balanced  (Class C),The Fund aims to provide a balance of income and capital appreciation. There may be some risk to capital.,Responsible Balanced  (Class C),1174,Seven Investment Management,131,Mixed Investment 20-60% Shares,Accumulation,7IM Responsible Balanced (Class C) (Acc),0.0,1.39,0.0,1.39,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,7.0,6.0,11:00,,0,0.0,0.0,1.0,GBP,59,0,0,N,0.0,1.39,1.39,N/a,Daily,,100.0,2.3,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=0932242f-01ec-48c1-adc8-b300a466e2de&user=hl_website_documents,0.0,2.3,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,117.7,,0.14,5,2025-08-01 06:01:38,0000-00-00,4.67,-0.21,3.43,8.67,12.35,,3.43,7.36,-2.14,-6.59,10.68,,,,,,,,,,,,1.39,0,1,1,1,1,2007-02-01 00:00:00,,197.8,197.8,0.35,0.18,2025-07-31,N,GB00B1LBFZ86,https://www.fidelity.co.uk/factsheet-data/factsheet/GB00B1LBFZ86GBP-7im-responsible-balance-c-acc/risk-and-rating,GB00B1LBFZ86GBP,F0000009K9,SOSBA,4.0,-3.89042,-3.32753,-3.10432,0.97512,1.03034,1.03429,-2.03315,-1.20946,-1.23768,88.104,86.005,88.822,-0.19549,-0.18097,-0.01825,5.94169,7.68428,7.6259,2.05269,2.86211,2.55625,1754111884.0,0P00008FUB.L,,,,,,,,,,,,,,,,,,,,
B1LBG00,Q725,7IM Responsible Balanced (Class C),25.0,1,0,Seven Investment Management Responsible Balanced  (Class C),The Fund aims to provide a balance of income and capital appreciation. There may be some risk to capital.,Responsible Balanced  (Class C),1174,Seven Investment Management,131,Mixed Investment 20-60% Shares,Income,7IM Responsible Balanced (Class C) (Inc),0.0,1.39,0.0,1.39,0.0,0.0,0.0,0,,0,Bi-annually,Dividend,0,104,7.0,6.0,11:00,,0,0.0,0.0,1.0,GBP,59,0,0,N,0.0,1.39,1.39,N/a,Daily,,100.0,2.3,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=819ed92b-cc0a-4a71-b10d-738082e0ae8b&user=hl_website_documents,0.0,2.3,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,117.7,,0.14,5,2025-08-01 06:01:38,0000-00-00,4.67,-0.21,3.43,8.66,12.35,,3.43,7.34,-2.13,-6.59,10.68,,,,,,,,,,,,1.39,0,1,1,1,1,2007-02-01 00:00:00,,133.38,133.38,0.23,0.17,2025-07-31,N,GB00B1LBG003,https://www.fidelity.co.uk/factsheet-data/factsheet/GB00B1LBG003GBP-7im-responsible-balance-c-inc/risk-and-rating,GB00B1LBG003GBP,F0000009KA,SOSBI,4.0,-3.91168,-3.33861,-3.11597,0.98585,1.03212,1.03723,-1.92118,-1.20255,-1.23489,87.093,85.849,88.817,-0.19077,-0.18151,-0.01862,6.04302,7.70452,7.64782,2.17053,2.88642,2.56605,1754111887.0,0P00008FUC.L,,,,,,,,,,,,,,,,,,,,
B94Q3N0,JEDR,A.I. Machines Global Managed Risk,25.0,1,0,Sanlam Investments A.I. Machines Global Managed Risk,"The investment objective of the Fund is to provide long term capital growth through exposure to world equity markets. Income will not be a consideration. The Fund will seek to achieve its investment objective by investing in the shares of the Sanlam World Equity Tracker Fund (the Master Fund) a sub-fund of the Company, details of which are set out below. The Fund will invest no less than 85% of its Net Asset Value in the shares of the Master Fund.",A.I. Machines Global Managed Risk,2158,Sanlam Investments,115,Flexible Investment,Accumulation,A.I. Machines Global Managed Risk (Acc),0.0,0.93,0.0,0.93,0.0,0.0,0.0,0,,0,N/a,No income,0,10,0.0,0.0,12:00,,1,0.0,0.0,1.0,USD,130,0,0,,0.0,0.93,0.93,Income,Daily,,100.0,0.0,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=b31ff6a6-763e-4e8e-be55-ee2ee8257612&user=hl_website_documents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,53.1,,0.18,6,2025-08-01 06:01:25,0000-00-00,2.9,-0.13,5.6,30.8,55.49,,5.6,5.03,17.94,-1.39,20.56,,,,,,,,,,,,0.93,0,1,1,1,1,2013-07-01 00:00:00,,180.79,180.79,-0.79,-0.43,2025-07-31,N,,,IE00B94Q3N08,,,,,,,,,,,,,,,,,,,,,,,,,1754111889.0,0P0001260S.L,IE00B94Q3N08:GBP,59585179,-0.84,0.6,-0.42,49.79,0.08,,3.04,0.89,0.62,65.89,0.69,,4.21,0.9,0.82,60.5,0.8,
0007272,A109,Aberforth UK Small Companies,25.0,1,0,Aberforth Unit Trust Managers UK Small Companies,"To achieve a total return, calculated on an income reinvested basis, greater than on the Deutsche Numis Smaller Companies Index (excluding Investment Companies), or if that index is not available another index which the Manager considers comparable, over the long term by investing in a diversified portfolio of small UK quoted companies.",UK Small Companies,1080,Aberforth Unit Trust Managers,118,UK Smaller Companies,Accumulation,Aberforth UK Small Companies (Acc),0.0,0.81,0.5,0.81,0.0,0.0,2.0,0,,0,Bi-annually,Dividend,0,0,0.0,0.0,16:30,,0,0.0,0.0,10.0,GBP,79,0,0,N,0.0,0.81,0.81,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,0.04,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=1f48fb40-8e2e-479d-bc36-f4fa838adc33&user=hl_website_documents,0.0,0.04,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,147.1,,0.01,2,2025-08-01 06:01:07,0000-00-00,13.73,8.86,0.53,32.09,105.72,,0.53,24.8,5.28,-15.34,83.95,,,,,,,,,,,,0.81,1,0,1,1,1,1991-03-20 00:00:00,,36302.0,36919.0,-62.0,-0.17,2025-07-30,N,,,GB0000072727,,,,,,,,,,,,,,,,,,,,,,,,,,,GB0000072727:GBP,75607009,-6.17,0.92,-1.19,80.29,0.08,,3.94,0.78,0.51,82.43,0.51,,8.15,0.94,0.88,73.26,0.68,
B2N9GS7,AXW0,Aberforth UK Small Companies,25.0,1,0,Aberforth Unit Trust Managers UK Small Companies,"To achieve a total return, calculated on an income reinvested basis, greater than on the Deutsche Numis Smaller Companies Index (excluding Investment Companies), or if that index is not available another index which the Manager considers comparable, over the long term by investing in a diversified portfolio of small UK quoted companies.",UK Small Companies,1080,Aberforth Unit Trust Managers,118,UK Smaller Companies,Income,Aberforth UK Small Companies (Inc),0.0,0.81,0.5,0.81,0.0,0.0,2.0,0,,0,Bi-annually,Dividend,0,0,0.0,0.0,16:30,,0,0.0,0.0,10.0,GBP,79,0,0,N,0.0,0.81,0.81,N/a,Daily,Your deal will be placed at the fund manager's next available valuation point,100.0,0.04,1,https://www.fundslibrary.co.uk/FundsLibrary.DataRetrieval//Documents.aspx?type=point_of_sale&id=4c385db9-d5a1-4808-ae68-4fdbfa894c0d&user=hl_website_documents,0.0,0.04,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,147.1,,0.01,2,2025-08-01 06:01:10,0000-00-00,13.75,8.89,0.58,32.32,106.26,,0.58,24.9,5.33,-15.28,84.0,,,,,,,,,,,,0.81,1,0,1,1,1,1991-03-20 00:00:00,,22358.0,22738.0,-38.0,-0.17,2025-07-30,N,,,GB00B2N9GS70,,,,,,,,,,,,,,,,,,,,,,,,,,,GB00B2N9GS70:GBP,104454204,-8.85,0.84,-1.38,69.73,-0.16,,2.97,0.77,0.33,79.2,0.44,,7.58,0.93,0.78,71.71,0.64,
